year;accptTK;gbfp_SN;dcmlLtt;dcmlLng;Source;datstID;recrdrl;BEKNAAM;POLY_AREA;AREA;Area_km2;category;scientific_name;vernacular_name_en;vernacular_name_nl;gbif_link;ias_link;score;origin;popup
2012;2891770;Impatiens glandulifera Royle;50.6862;4.01173;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620652349>;Mark - Marcq;178649712.428;178.649712428;179;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2012<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620652349>GBIF record</a>
2009;3034825;Heracleum mantegazzianum Sommier & Levier;50.72375;4.44125;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620652304>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Heracleum mantegazzianum;Giant hogweed;Reuzenbereklauw;https://www.gbif.org/species/3034825;https://ias.biodiversity.be/species/show/10;A3;Asia;Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2009<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620652304>GBIF record</a>
2008;3034825;Heracleum mantegazzianum Sommier & Levier;50.7362;4.69792;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620652303>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Heracleum mantegazzianum;Giant hogweed;Reuzenbereklauw;https://www.gbif.org/species/3034825;https://ias.biodiversity.be/species/show/10;A3;Asia;Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2008<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620652303>GBIF record</a>
2011;3034825;Heracleum mantegazzianum Sommier & Levier;50.68208;4.48148;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620652302>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Heracleum mantegazzianum;Giant hogweed;Reuzenbereklauw;https://www.gbif.org/species/3034825;https://ias.biodiversity.be/species/show/10;A3;Asia;Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2011<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620652302>GBIF record</a>
2007;2891770;Impatiens glandulifera Royle;50.6854;4.33633;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651600>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2007<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651600>GBIF record</a>
2006;2891770;Impatiens glandulifera Royle;50.6211;4.69236;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651596>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2006<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651596>GBIF record</a>
2007;2891770;Impatiens glandulifera Royle;50.65166;4.24698;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651592>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2007<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651592>GBIF record</a>
2007;2891770;Impatiens glandulifera Royle;50.73699;4.55705;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651590>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2007<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651590>GBIF record</a>
2007;2891770;Impatiens glandulifera Royle;50.69204;4.30219;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651589>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2007<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651589>GBIF record</a>
2007;3034825;Heracleum mantegazzianum Sommier & Levier;50.68306;4.25698;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651587>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Heracleum mantegazzianum;Giant hogweed;Reuzenbereklauw;https://www.gbif.org/species/3034825;https://ias.biodiversity.be/species/show/10;A3;Asia;Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2007<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651587>GBIF record</a>
2007;2891770;Impatiens glandulifera Royle;50.67408;4.29801;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651544>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2007<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651544>GBIF record</a>
2007;2891770;Impatiens glandulifera Royle;50.65984;4.25227;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651541>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2007<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651541>GBIF record</a>
2007;5329212;Elodea nuttallii (Planch.) H.St.John;50.67406;4.26264;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651473>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG3;Elodea nuttallii;Nuttall's waterweed;Smalle waterpest;https://www.gbif.org/species/5329212;https://ias.biodiversity.be/species/show/57;A3;North America;Species: Nuttall's waterweed <em>Elodea nuttallii</em><br>Year: 2007<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651473>GBIF record</a>
2010;3034825;Heracleum mantegazzianum Sommier & Levier;50.54454;4.53456;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651427>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Heracleum mantegazzianum;Giant hogweed;Reuzenbereklauw;https://www.gbif.org/species/3034825;https://ias.biodiversity.be/species/show/10;A3;Asia;Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651427>GBIF record</a>
2016;2891770;Impatiens glandulifera Royle;50.6919;4.38578;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651402>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2016<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651402>GBIF record</a>
2016;2891770;Impatiens glandulifera Royle;50.60602;4.26194;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651401>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2016<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651401>GBIF record</a>
2009;2891770;Impatiens glandulifera Royle;50.59002;4.60429;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651393>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2009<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651393>GBIF record</a>
2012;2891770;Impatiens glandulifera Royle;50.61298;4.54333;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651392>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2012<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651392>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.58739;4.52882;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651391>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651391>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.63181;4.4773;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651390>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651390>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.57668;4.4864;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651389>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651389>GBIF record</a>
2013;2891770;Impatiens glandulifera Royle;50.55389;4.55148;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651388>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2013<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651388>GBIF record</a>
2008;2891770;Impatiens glandulifera Royle;50.63904;4.64502;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651387>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2008<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651387>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.57435;4.48206;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651386>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651386>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.62049;4.69526;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651385>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651385>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.63275;4.48075;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651384>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651384>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.5687;4.55803;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651383>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651383>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.57668;4.56305;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651382>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651382>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.57985;4.52977;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651381>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651381>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.63869;4.48202;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651380>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651380>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.70635;4.59964;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651379>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651379>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.70816;4.6029;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651378>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651378>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.7432;4.64926;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651377>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651377>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.72183;4.62231;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651376>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651376>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.76696;4.64165;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651375>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651375>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.73795;4.64792;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651374>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651374>GBIF record</a>
2008;2891770;Impatiens glandulifera Royle;50.75005;4.67577;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651369>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2008<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651369>GBIF record</a>
2008;2891770;Impatiens glandulifera Royle;50.73872;4.55904;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651368>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2008<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651368>GBIF record</a>
2010;2891770;Impatiens glandulifera Royle;50.65836;4.43489;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651367>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2010<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651367>GBIF record</a>
2008;2891770;Impatiens glandulifera Royle;50.71198;4.5029;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651366>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2008<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651366>GBIF record</a>
2008;2891770;Impatiens glandulifera Royle;50.71689;4.69635;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651365>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2008<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651365>GBIF record</a>
2008;2891770;Impatiens glandulifera Royle;50.67777;4.47884;SPW-DEMNA;https://doi.org/10.15468/cqfrx0;<a href=https://www.gbif.org/occurrence/2620651364>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2008<br>Dataset: <a href=https://doi.org/10.15468/cqfrx0>https://doi.org/10.15468/cqfrx0</a><br>Source: SPW-DEMNA<br><a href=https://www.gbif.org/occurrence/2620651364>GBIF record</a>
